Name,SMILES
A2189620,COc1ccccc1C=C1C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C1=O
A2262583,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1ccccc1Cl
A1104799,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1ccccc1[N+](=O)[O-]
A2262814,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cccc(OCc2ccccc2Cl)c1
A91932195,C=c1c2c(OC)cc(OC)cc2n2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(S)c12
A708556,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc2c(c1)OCO2
A719063,CN(C)c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A747598,CCN(CC)c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A793648,COc1ccccc1C=C1C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C1=O
A838939,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A873266,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1O
A910069,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c(OC)c1
A910837,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1OC
A915731,Cn1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c2ccccc21
A917280,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c(OC)c1OC
A1109287,Cc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)o1
A1109288,Cc1cc(-c2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)o2)ccc1[N+](=O)[O-]
A1129006,Cc1ccc(-c2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)o2)cc1[N+](=O)[O-]
A1252028,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1ccccc1F
A1254680,CN(C)c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1Br
A1326230,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1cccc(C)c1
A1389116,Cc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c(C)n1-c1ccc(F)cc1
A1398108,Cc1ccc(-n2c(C)cc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)c2C)cc1
A1399646,CCCn1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c2ccccc21
A1410270,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A1416815,CCn1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c2ccccc21
A1491323,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1cccc2ccccc12
A1593310,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(Br)cc1
A1624234,CCCCN1CCc2cc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)ccc21
A1625515,O=C(O)COc1ccccc1C=C1C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C1=O
A1722947,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1ccc(Cl)cc1Cl
A1774744,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cc(Br)ccc1OCc1ccc(Cl)cc1Cl
A1774749,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2cc(Cl)ccc2Cl)o1
A1775272,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cn(Cc2ccc(Cl)cc2Cl)c2ccccc12
A1776703,O=C(O)COc1cccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c1
A1898865,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccccc1
A1902775,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1CN1C(=O)c2ccccc2C1=O
A1905034,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(C(=O)O)cc1
A1905036,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(C(=O)O)cc1
A1906035,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cn(Cc2ccccc2)c2ccccc12
A1910375,O=C(O)COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A1924841,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc([N+](=O)[O-])cc1
A1990454,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc2c(c1)CCCN2Cc1ccccc1
A2034817,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc2c(c1)CCN2Cc1ccccc1Cl
A2199402,COc1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1OCc1ccc(Cl)cc1
A2203942,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cccc(OCc2ccccc2F)c1
A2203943,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cccc(OCc2ccccc2F)c1
A2203944,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(OCc2ccccc2F)cc1
A2203945,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(OCc2ccccc2F)cc1
A2251875,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCc1ccccc1[N+](=O)[O-]
A2262143,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1
A2262246,Cc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)o1
A2262447,Cc1cc(-c2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)o2)ccc1[N+](=O)[O-]
A2262700,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccccc1OCc1ccc([N+](=O)[O-])cc1
A2291939,COc1ccc(Br)cc1C=C1C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C1=O
A2295564,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(OCc2cccc3ccccc23)cc1
A3892982,O=c1n(CP(=O)(CCl)c2ccccc2)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n1C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A4359111,O=c1n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2ccc(Cl)cc2n1C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A4786637,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc2c(c1)CCC2
A4786639,COc1cc2c(cc1NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)oc1ccccc12
A4786640,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccccc1Cl
A4786641,COc1ccc(OC)c(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1
A4788494,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
A4788912,CCOC(=O)c1cc(C(C)C)sc1NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A4789730,NC(=O)c1c(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)sc2c1CCC2
A4792413,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(Br)cc1
A5290584,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cc(Br)ccc1OCc1ccc(F)cc1
A5300747,O=C1c2ccccc2C(=O)N1CCn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A5300748,O=C1C=CC(=O)N1CCn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A5338156,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(O)c(O)c1
A5411588,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(O)cc1
A5417864,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1O
A5433526,Cc1ccc(NC(=O)COc2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)cc2)cc1
A5438255,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccccc1OCc1ccc(Cl)cc1Cl
A5441486,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2ccc(Cl)c([N+](=O)[O-])c2)o1
A5497838,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cc(Br)c(OCc2ccccc2F)c(Br)c1
A5585460,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(O)cc1
A5599898,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(OC)c1O
A5602207,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1O
A5647961,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1O
A5759985,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2ccc(Cl)c([N+](=O)[O-])c2)o1
A5759987,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(OCc2ccc(Cl)cc2)cc1
A5765288,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A5841497,COc1c(I)cc(I)cc1C=C1C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C1=O
A5940789,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OC(=O)C12CC3CC(CC(C3)C1)C2
A5981599,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(O)c(Br)c1
A6103678,Cc1c(C(=O)O)cccc1-c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)o1
A6166792,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12
A6178541,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1OC
A6182094,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1O
A6225118,CN1C(=O)N(C)C(=O)C2(Cc3cc(C=C4C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C4=O)ccc3N3CCCC32)C1=O
A6225614,CN1CCN2c3ccc(C=C4C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C4=O)cc3CC3(C(=O)N(C)C(=O)N(C)C3=O)C2C1
A6227110,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCC(=O)Nc1cccc(C)c1
A6228084,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(I)c1OC
A6228888,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Cl)c1OCc1ccccc1
A6228966,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1OCC
A6266654,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(Oc2nc(Cl)ncc2F)cc1
A6271462,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(O)c([N+](=O)[O-])c1
A6282405,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)c(Br)cc1O
A6285496,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCC(=O)O
A6305330,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1cccc(OCc2ccccc2)c1
A6515714,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCC(=O)Nc1ccc(C)cc1
A6515838,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCC(=O)Nc1cc(C)c(C)cc1Br
A6520649,Cc1cc(-c2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)o2)cc([N+](=O)[O-])c1C
A6529531,CC(C)(C)c1ccc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1
A6530114,CCOC(=O)c1cccc(-c2ccc(C=C3C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C3=O)o2)c1
A6530785,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1OC
A6532876,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Cl)c1OCc1ccccc1
A6532885,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1OCC
A6533924,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(I)c1OCc1ccccc1F
A6535419,COc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)ccc1OCC(=O)O
A6535660,CCOc1c(Br)cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc1Br
A7316726,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(N2CCOCC2)c([N+](=O)[O-])c1
A7317887,CCOc1cc(C=C2C(=O)NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C2=O)cc(Br)c1O
A7320294,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(I)o1
A7341615,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2ccccc2C(=O)O)o1
A7344959,O=C1NC(=O)N(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)C(=O)C1=Cc1ccc(-c2cccc(C(=O)O)c2)o1
A7886964,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(F)cc1
A7886969,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCc1ccc(Cl)cc1
A7886985,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc2c(c1)OCO2
A7886988,CC(C)c1ccccc1NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A7886993,Cc1cc(C)c(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c(C)c1
A7886999,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccccc1F
A7887000,COc1ccc(CNC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)cc1
A7887001,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)c1cccc(Br)c1
A7887005,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCc1ccc(F)cc1
A7887007,O=c1n(Cc2cccc3ccccc23)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n1C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A7887010,CCOC(=O)c1c(C)[nH]c(C(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1C
A7887014,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1cccnc1Cl
A7887016,Cc1ccc(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)cc1F
A7887023,CC(C)(C)NC(=O)NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A7887024,COC(=O)c1ccc(C)c(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1
A7887026,Cc1ccc2c(Cn3c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c3=O)cc(=O)oc2c1C
A7887040,O=c1n(Cc2cc3ccccc3nc2Cl)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n1C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A7887042,Cc1ccc(NC(=O)NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c(C)c1
A7887044,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCCc1ccc(Cl)cc1
A8151240,N#Cc1ccccc1Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8159857,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(Cl)c(Cl)c1
A8296699,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(N2CCCC2)cc1
A8327035,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)Nc1ccc(N2CCCCC2)cc1
A8388651,CC(=O)c1c(C)[nH]c(C(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1C
A8388656,COc1ccc(Br)cc1Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8388666,C#CCNC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8388669,Cc1ccccc1CCNC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8388672,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCCc1cccc(Cl)c1
A8388676,CC(C)c1ccc(CCNC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)cc1
A8388681,CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1
A8388685,CNC(=O)c1cccc(NC(=O)Cn2c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c2=O)c1
A8388687,COc1ccccc1CCNC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8388746,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCCc1c[nH]c2ccccc12
A8388751,CCC(C)(C)NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8388753,O=C(Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O)NCc1ccccc1F
A8397257,CCCCNC(=O)NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
A8490258,O=c1n(Cc2ccc([N+](=O)[O-])cc2)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n1C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
A8490259,NC(=O)Cn1c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c(=O)n(C(F)(F)C(F)(OC(F)(F)F)C(F)(F)F)c1=O
